,loss
476,0.0017033888
477,0.001958028
478,0.0008612934
479,0.0013211755
480,0.0016554799
481,0.0008286274
482,0.0009596003
483,0.0013813993
484,0.00084580056
485,0.0006890573
486,0.0010991041
487,0.00089456193
488,0.00055538875
489,0.0007880002
490,0.00088756974
491,0.0005816065
492,0.0005291587
493,0.0007347955
494,0.0006790936
495,0.00047303003
496,0.0005014845
497,0.0006304868
498,0.0005697772
499,0.0004334328
500,0.00045005727
501,0.0005395446
502,0.0005166833
503,0.00042182283
504,0.00040415642
505,0.00046259444
506,0.00048102823
507,0.00042788178
508,0.00038345135
509,0.00039958674
510,0.00043466943
511,0.00043115366
512,0.0003943889
513,0.00037169197
514,0.00038330676
